what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386045754958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046263794
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386046265659
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386046267439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046274392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046370340
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386046372641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046374633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046376032
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386046376157
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386046376720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046378556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046378560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046458350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046876835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046880675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046917269
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386046918112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046920839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046921864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046923500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046978407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386046978742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386047101524
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386047102186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386047107913
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386047109484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386047114080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386047116256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386047118390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386047119487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386047126067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386047892452
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386047893965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386047895853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386049416003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386049417812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386049862657
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386049864139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386049897510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386049905467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386050318768
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386050359750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386050362152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386050363603
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386050363728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386050364555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386050394333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386050395367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386051795572
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386051796102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386051801453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1386051830422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386051895318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386051895989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386051898797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386051965097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386051981848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386051992346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052023344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1386052031019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1386052031331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1386052032875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1386052033421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052037415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052050582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386052067398
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386052081704
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386052082905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386052092951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386052095276
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386052097101
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386052099113
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386052099191
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386052099191
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386052100486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052103559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052108583
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386052108739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052111172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052111172
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386052120517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052121531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052160437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052161186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052162512
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386052163464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052165320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052166287
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386052166428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052168191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052168191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052216145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052260000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052262745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052263759
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386052263884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052265647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052265647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052268798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052533345
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386052534873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386052540942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386052550786
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386052555216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052557072
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386052558820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052563796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052564451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052930722
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386052931658
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386052932828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052934950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052935979
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386052936104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052937929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052937929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052948038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052984028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386052993372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386053548969
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053549445
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386053593463
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053596430
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386053605625
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053606543
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386053608254
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053609549
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053609744
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053614945
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053614945
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386053618545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386053622137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386053623087
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386053623218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386053624998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386053625002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386053626496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386053724766
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1386053725438
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386053726122
