what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386097545939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386097548201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386097548216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386097552709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109439525
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386109439915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386109453347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1386109463222
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386109464205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1386109468432
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386109469275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109472956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109562698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1386109597735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109598703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109607345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109608297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109716359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386109720571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110037939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110051199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110138575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110138684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110148762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1386110162163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1386110245717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1386110248104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110255810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110282705
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386110284343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110288726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110293687
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1386110293812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110296214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110296230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110304342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110373332
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386110374018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110375921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110376904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110378012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110379197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110380617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386110383128
